"price,""size"",""rooms"",""elevator"",""bathrooms"",""air_cond"",""balcony"",""terrace"",""income"",""longevity"",""higher_stud"",""foreign"",""hospital"",""subway"",""university"",""intercity_bus"",""local_bus "",""flood"""
468000,128,4,1,2,1,0,1,10.464,19.9,16.592593,9.45,0.773314115181053,0.391485924198151,2.41677043543153,2.99646540932228,3.90390365004138,0.909878239498818
265000,80,3,1,1,1,0,1,10.899,15.16,32.265718,17.13,0.441560872873415,1.4556657967609,0.455836211020261,1.48948747525322,0.250625191547444,2.48207422127636
559900,141,3,1,2,0,0,1,16.152,8.46,53.600465,10.94,0.969041550278953,1.03356358876166,3.61417641311991,2.91054276613214,4.62314198747435,0.204336621392797
214000,56,2,1,1,1,0,1,11.662,18.15,32.921811,20.43,0.366582601564093,1.42659366899357,0.366582601564093,1.39677664124109,0.321105751295636,2.33080403956628
390000,175,3,0,2,1,0,1,11.157,21.61,24.253731,16.99,1.2124304033533,0.19210894439466,1.9723508628804,1.09618234599858,1.97301955976598,0.469407066671223
330000,113,2,0,1,0,0,0,15.565,18.39,49.152542,34.91,0.319683005513512,1.61727034302143,0.481793409566687,1.70740697182393,0.46614370059243,1.18972069903874
257000,90,3,1,1,1,0,1,11.318,12.57,26.37741,4.52,0.286932036383625,0.635935109453907,0.749311071134839,1.6872790236651,2.37624206716237,2.13249305311164
320000,137,4,1,2,0,0,1,11.254,22.18,29.417572,21.75,0.484354824812515,1.15265086559149,0.484354824812515,1.13586970228934,0.603763085057339,2.09201463332895
415000,140,4,1,2,0,0,1,13.077,31.47,36.396181,18.69,0.500422665706955,0.34100899552963,1.00489512430269,0.456401272408767,0.956797940182495,0.792027536182487
420000,92,2,1,2,0,0,1,26.384,35.29,64.732143,10.88,0.77176088161521,1.76255321896149,0.489131740741704,1.90510408615743,0.75756135822732,0.170806765276425
199500,49,1,0,1,0,0,1,11.205,19.02,30.30303,14.92,0.310897616273388,2.16322269414971,0.49563551505085,2.20473804671191,0.500790358468411,1.84242766999352
425000,90,2,1,2,1,0,1,15.113,19.33,50.398936,11.51,1.03011018626403,2.50803377172031,0.507100484134083,2.60414753586715,1.34771846999638,0.98040836424794
343000,94,3,1,2,0,0,1,13.397,24.78,36.404932,16.52,0.844796213193614,0.381634413343423,1.39951210522062,0.709497791282655,1.29671711260532,0.403745697917816
325000,90,4,1,2,0,0,1,9.296,18.29,17.133621,10.92,0.845645854058119,1.3117647591699,1.62196043299201,2.33947413418251,1.24235366107278,3.37607358127086
179900,58,1,1,1,0,0,0,15.023,16.23,47.929737,31.35,0.474290144957647,1.77559800038491,0.309996259007845,1.86066067021626,0.583260559422339,1.26998122591633
289000,88,3,1,1,0,0,1,11.036,22.69,32.065217,12.59,1.65018975984764,7.03235215356305,5.52046344285508,6.66085364350715,6.03725387227491,0.20423484445587
249900,89,3,1,1,0,0,1,11.622,20.12,36.083916,21.12,0.703272674438901,2.42926981760427,0.310115986231029,2.51010293240374,1.02890932656139,1.21614930665953
325000,278,6,0,1,1,1,1,10.701,8.12,25.734158,7.35,7.61346589628321,6.20084186615458,5.8728839185252,10.3378529765942,8.53147777518079,1.63360653945093
495000,293,4,0,3,0,0,0,9.843,19.72,16.197183,12.36,2.0154934277125,6.32816589935418,4.29013555638385,2.31625395537078,2.51223583990545,2.72676355848957
179900,95,3,0,1,0,0,1,11.164,25.65,20.473251,9.44,1.2442637898461,3.67450043614096,1.84968757726102,3.28885998150765,0.341267144246865,1.57343898078961
269000,81,3,1,1,0,0,1,12.88,22.63,41.348601,18.98,0.765091252434533,2.45014305440267,0.340509052999161,2.5339886623738,1.09000945097277,1.16218625160312
309900,124,3,0,1,1,0,1,10.792,12.25,26.67318,4.87,6.38509622834909,4.91009840567018,4.47205656736313,8.59729669563798,6.75098975561939,1.10247202405221
210000,67,3,0,1,0,0,0,10.091,16.9,22.740113,13.9,1.22033089800846,0.241395701346561,1.99208874249574,1.36851205315784,2.30137893401249,0.644131170346478
371200,120,3,0,2,0,0,1,11.316,13.01,25.141015,4.19,0.968925273245292,1.43728940624936,1.44510011583853,2.3088027796073,1.06103232303276,3.37045395491909
262100,115,3,0,1,0,0,1,11.292,13.64,26.722925,6.11,0.601215005296293,0.601675263829772,0.764731541375505,1.67259396635264,2.58263302553145,1.92373272232091
500000,151,4,0,2,0,0,1,10.877,22.13,26.666667,17.06,1.107424083373,6.58286775805273,5.03898041215838,6.68532763240304,5.5797945247066,0.452066436965618
550000,197,3,0,2,0,0,0,10.792,12.25,26.67318,4.87,6.39218326875571,4.92069895906302,4.49376116660053,8.67324514691198,6.84589034710697,1.05077529772016
270000,120,3,0,1,0,0,1,10.701,8.12,25.734158,7.35,9.18981950953692,7.77014720610196,7.42403814483851,11.690013827692,9.70602372286606,1.97418660765454
260000,144,3,0,2,0,0,1,11.379,19.93,23.463115,4.26,0.730505134987313,1.1054477615957,1.86355738098525,2.38653093889231,1.49425477303196,3.37867328018303
580000,300,4,0,2,1,0,0,20.533,25.31,61.297071,8.94,1.17522446456039,4.85695141929943,3.28683175771603,4.99851574001394,3.84769363681458,0.195803125314651
178000,50,1,1,1,0,0,0,9.041,13.67,23.557984,16.49,0.634142541325869,2.04990529145272,0.263240808890855,2.14429043713022,0.894533614676374,1.13614893785056
297000,65,3,0,2,0,0,0,12.785,19.15,39.232576,12.88,0.711397308919207,2.38767758848904,0.699424959811359,2.49940807294892,1.33959595062526,0.800316753697108
170000,55,1,0,1,0,0,0,12.785,19.15,39.232576,12.88,0.798206864302936,2.37400007779181,0.61787549395893,2.48209050966721,1.29625849733982,0.885334799380681
199000,100,3,1,1,0,0,0,12.169,28.1,29.609544,7.75,0.454907056285042,0.135305665131564,1.31073712651533,1.41315665132857,1.75256561148469,2.18098675049976
392000,211,2,1,2,0,0,0,9.73,13.85,23.376623,4.67,0.573112729507229,4.43085476178664,2.75411336276645,2.38353933984192,0.38984689501031,2.20003241663486
185000,115,3,0,1,0,0,0,7.579,17.58,6.344411,9.45,0.894363793593998,2.99528277431149,1.42811948663579,3.02751803021969,0.49997795575851,2.07422422116567
220000,85,3,1,1,0,0,1,11.487,21.64,27.151211,18.63,0.725593990738941,0.870313014900654,1.01406374446224,1.27383545789548,0.812274021650306,2.33892714399451
269000,87,3,1,1,1,0,0,11.318,12.57,26.37741,4.52,0.225922785442844,0.62800926775155,0.79650726076383,1.66162531215821,2.31013945584287,2.14740271968754
369000,100,3,1,1,0,0,0,11.219,21,23.809524,12.16,1.33207963803439,6.70733252805185,5.18314625432637,6.74965637311965,5.70880976949817,0.328800435878172
315000,70,2,0,2,1,0,0,16.915,3.99,64.100946,5.9,0.813320728300054,0.762736933505752,1.17361647700369,4.63200028801705,4.41764197577697,3.87412348923103
105000,118,4,0,1,0,0,0,5.645,10.5,4.018913,19.66,0.939999807805236,2.72488012659692,1.24012856925389,2.82838684237763,0.580588078967912,2.29728338437813
398000,102,3,1,2,0,0,1,16.798,8.77,61.449942,7,0.648600070750295,0.330969938536319,0.858966578530067,2.41077168548286,2.45598482594734,3.0548223091242
350000,123,3,1,2,1,0,1,14.645,14.49,38.729097,8.64,5.0072311819857,4.92856721484231,6.19199840138035,1.63626785620308,0.21216605739494,1.77093836048835
200000,74,3,1,1,1,0,1,11.414,23.46,26.88172,8.99,0.404959888081449,2.86211607184589,1.02648718290106,2.89743665332201,0.332789932458631,1.50510902824257
464000,140,3,0,2,1,1,1,11.486,17.72,19.01566,10.84,2.01466851658828,1.76312327381409,1.55326531196687,3.38013455485494,4.21008422603566,1.82440562647556
299000,125,2,1,2,1,0,0,15.735,5.42,51.520131,2.77,1.9340348059601,1.57887874636549,1.94427061017731,5.52737287925534,5.02634568052403,4.13142441842044
189000,100,1,0,1,0,0,0,11.219,21,23.809524,12.16,1.216715588459,6.70316000876718,5.16274930533265,6.63587426088819,5.70093713532684,0.478826579677819
215000,75,2,1,1,1,0,1,10.627,21.88,24.631268,19.9,0.659636606190645,1.26941841653408,0.7470608366754,1.60976160801115,0.425357595007881,2.70101308088036
360000,139,3,0,3,1,1,1,9.614,13.04,18.929016,6.91,5.39713130641772,5.31126099665357,5.07769865894208,2.96370586651723,0.296330940224008,2.62234413567431
485000,125,2,1,1,1,1,0,14.948,21.57,50.070225,25.1,0.561854117585538,2.00867991527825,0.39370042722988,2.10996910768381,0.901397213383386,1.00711269005976
74000,40,1,0,1,0,0,0,9.828,23,16.885965,4.81,0.800974211009312,4.37336468123113,2.55529685278933,2.59451313046187,0.324322791609974,1.92397967961021
510000,140,4,0,3,0,0,1,15.144,19.39,47.399703,5.55,0.729494152742189,3.09176847458176,1.030154050448,3.15263359937432,0.881439344058996,0.921373835381423
519000,201,5,0,3,0,0,1,13.14,17.6,44.497608,10.18,0.74973950284343,2.71331667998101,0.592773251130393,2.79227680975063,1.04605399934101,1.02565284614705
188800,220,4,0,3,0,0,0,14.925,18.76,41.640771,1.79,2.90500623785783,2.74311415285973,3.11209919156584,6.0015379986322,5.17215756694189,4.53844442676629
185000,120,2,0,1,0,0,0,9.127,17.43,11.728814,3.97,1.21835875761519,3.68756976205243,1.70440026360269,3.54984451303853,0.662925914651496,1.05277287806237
462000,114,3,1,2,0,0,1,16.366,7.39,57.571429,6.8,0.788810554780277,0.631523394699981,0.894996153033913,2.83384509301843,2.55611917340661,3.56754983985578
372000,82,2,1,1,1,0,0,19.367,12.34,62.320649,10.96,1.20694464119867,4.96729307997902,3.22997177357782,5.09470292600672,3.81889827193452,0.805090614366712
191000,75,3,1,1,0,0,0,10.464,19.9,16.592593,9.45,0.787728982675445,0.327455489380744,2.35341046098555,2.97898903004981,3.90040345758808,0.972480304397602
399000,143,4,1,2,0,0,0,13.609,26.08,36.158192,7.58,0.222356592920647,0.402883723551483,1.58230089967628,1.90276838742248,1.62112667856613,2.78599815684067
210000,76,3,1,1,0,0,0,10.733,14.04,28.476483,23.3,0.966602906024179,0.148579600133474,1.84290744888953,1.17326711591773,2.18145524959227,0.797695681985769
279000,75,3,1,1,1,0,1,10.429,18.48,24.487805,9.67,0.275531228629566,0.254856801307293,1.10330415295692,1.32222006004045,2.32701642987011,1.67558163284135
439990,117,3,1,2,1,0,1,12.555,28.35,31.772575,10.71,0.919879943655726,0.330083694920413,1.09651995764882,0.189909933441004,1.33967569611685,1.07677887989684
163000,60,3,0,1,0,0,0,10.507,19.4,21.353066,9.79,0.986337423841237,3.3550949544602,1.62485900618486,3.3735537951872,0.0601719149102446,1.72093633882148
299000,98,3,1,2,1,0,0,11.292,13.64,26.722925,6.11,0.702336988283373,0.819569933103921,0.589264223184998,1.88621263197135,2.78052155697287,2.05104510540891
360000,93,3,1,2,1,0,1,11.354,9.47,29.710489,6.2,0.813585756815472,0.813652772697778,0.046976811226867,2.3834661971228,3.00830360858659,2.62521240721793
315000,90,4,1,2,0,1,1,13.772,15.34,47.131148,9.31,0.175513229124753,0.46484123704692,1.54776142640616,1.58195096466064,1.2822850179615,2.54189218759432
290500,99,2,1,2,1,0,1,11.301,9.96,26.493506,4.45,1.58233200500681,1.25756468145612,1.19385349516877,3.97198216535017,4.20282141671733,1.95014999495424
199000,70,3,1,1,0,1,0,12.255,22.39,29.65709,6.54,0.936424551127788,0.40688395321746,2.28894717936206,2.83065715063591,3.74923249743645,0.922336719621964
230000,50,1,1,1,1,0,0,15.964,12.88,48.979592,12.95,0.896939244119698,0.120128208402636,1.30024222666189,0.45703862207958,1.34979628573309,0.657697562315404
385000,111,3,1,2,1,0,1,12.911,22.89,37.488372,24.98,0.699718334110159,0.914245859259816,0.363473163052745,0.939196230491768,0.475185506142793,1.74735537800149
309000,97,3,1,2,1,0,0,11.205,19.02,30.30303,14.92,0.295259567967287,2.17991377463391,0.457686197953892,2.2244288727078,0.521817269398175,1.79889801065611
315000,81,2,1,2,0,1,0,13.824,16.1,35.34698,7.5,4.81105586956571,4.72830043027404,5.54060631555236,1.94433995066002,0.154726754101983,2.44172821549966
187000,80,2,0,2,1,0,1,11.219,9.79,28.029505,7.43,6.09449053451345,4.64303115700417,4.26547117804579,8.70479818764754,7.01220852612119,0.567976921299737
234000,58,1,0,1,0,0,0,11.301,9.96,26.493506,4.45,1.24552361143758,0.970806120434518,0.95577450373426,4.14429215858759,4.58723085238458,2.32075982863553
310000,92,2,0,2,0,0,0,11.301,9.96,26.493506,4.45,1.24552361143758,0.970806120434518,0.95577450373426,4.14429215858759,4.58723085238458,2.32075982863553
403500,113,3,0,2,0,0,0,11.301,9.96,26.493506,4.45,1.24552361143758,0.970806120434518,0.95577450373426,4.14429215858759,4.58723085238458,2.32075982863553
489000,220,3,0,1,1,0,1,14.967,18.07,41.746905,2.62,1.09602991094319,1.33865785559356,1.38357577617658,4.38785614904237,3.95428226792375,4.50793871137937
455000,95,3,0,1,0,0,1,12.287,19.87,28.716578,7.36,1.7375986023976,7.19090781824557,5.67280492723851,6.53069023660767,6.19440017904167,0.11590768577101
341550,96,2,0,2,0,0,0,8.572,15.4,14.308176,14.49,1.21563564325074,0.941357093648677,0.923039388706568,4.14566536561636,4.6206756555894,2.35368203529418
305000,81,2,0,2,0,0,0,13.824,16.1,35.34698,7.5,4.81105586956571,4.72830043027404,5.54060631555236,1.94433995066002,0.154726754101983,2.44172821549966
240000,100,3,0,2,0,0,0,10.365,24.84,16.395864,12.29,1.51915636723902,0.361299051874988,1.62338185394962,2.10810689109339,3.12938934457976,1.16753644981024
381000,111,3,1,2,1,1,1,11.301,9.96,26.493506,4.45,1.36968170721119,1.01583272692487,0.9867466111701,4.21492014112381,4.4211805310344,2.17483685063114
449000,110,3,0,2,1,0,1,8.803,10.69,20.965309,15.59,0.626271615059275,1.82513300336853,0.217634950395677,1.89855366157809,0.594387608434618,1.43947645586414
325000,99,2,0,2,0,0,0,11.301,9.96,26.493506,4.45,1.36968170721119,1.01583272692487,0.9867466111701,4.21492014112381,4.4211805310344,2.17483685063114
330000,195,3,0,2,0,0,1,5.475,7.49,9.288194,4,5.02242077262324,3.55493178785268,3.15292068660706,7.68327257826056,6.16648401867108,0.205287810983357
350000,300,4,0,2,0,1,1,11.318,12.57,26.37741,4.52,0.478155711257931,0.756245051035825,0.58245946286791,1.83079573250475,2.59912985005551,2.14496193773093
34100,84,3,0,1,0,0,1,6.844,13.44,5.776892,17.59,1.15632743085414,2.70496013791797,1.39537122451102,2.94901603528942,0.852534884435219,2.53336986767787
239999,95,3,1,1,1,0,1,12.717,25.23,32.566766,5.72,0.405971140932176,0.718717317949206,1.28959110922984,1.56377160620727,1.00815710541581,2.58755895955884
497000,116,3,1,2,0,0,1,16.366,7.39,57.571429,6.8,0.788810554780277,0.631523394699981,0.894996153033913,2.83384509301843,2.55611917340661,3.56754983985578
347000,103,2,1,2,0,0,1,11.856,15.31,29.431217,12.16,1.58595760947473,0.164427772537954,1.91119815548513,1.98791014443517,2.93717478739238,0.831264025449437
265000,90,3,1,1,1,0,0,10.907,25.85,17.371429,6.59,0.271837601812177,0.496839613324038,1.01555549594473,1.47583502544619,2.10102606227457,2.05278101255858
133000,75,3,0,1,0,0,0,10.505,23.03,23.977433,6.06,1.18713141225018,3.55760878206596,1.82089293077053,3.33079833906864,0.236476168264162,1.76004174786226
299990,63,2,1,1,1,0,0,14.948,21.57,50.070225,25.1,0.601605355228369,2.05167358077157,0.401458249495499,2.15363085803012,0.946298127924849,0.997334778387117
372000,118,3,1,2,1,0,1,11.301,9.96,26.493506,4.45,1.58233200500681,1.25756468145612,1.19385349516877,3.97198216535017,4.20282141671733,1.95014999495424
313000,105,2,1,2,1,0,1,11.301,9.96,26.493506,4.45,1.58233200500681,1.25756468145612,1.19385349516877,3.97198216535017,4.20282141671733,1.95014999495424
395000,90,3,1,1,1,1,1,11.206,9.48,23.235923,3.74,1.23309186017439,0.745614832302607,1.79842156910653,2.9946026408273,4.39529810729748,1.83251120001484
186000,52,1,1,1,0,0,0,9.933,15.4,25.833333,15.72,0.388030379321173,1.54132491590648,0.524790850238244,1.70687460253489,0.155374793325703,2.65503633411065
249000,86,3,0,1,1,1,0,11.42,18.2,26.228374,7.54,1.66517019427827,1.82339817461383,1.96445049707795,4.81520411592121,4.20499641155904,4.91505605623308
224000,90,3,1,1,0,0,1,10.727,25.81,22.978723,8.73,0.643188957210618,1.41028018205532,0.800271635232704,1.82289538330871,0.423661667160094,2.91112470274101
599000,295,4,0,2,1,0,1,13.234,26.22,31.578947,7.94,2.10448261218173,2.31114316601918,2.36918984186437,4.91141126832831,4.12753700417377,5.25173693796837
517000,119,3,1,2,0,0,1,16.366,7.39,57.571429,6.8,0.780028323409917,0.645521373946219,0.912085259064582,2.82981792486755,2.54295104243016,3.56813319846338
130000,83,3,1,1,0,0,0,14.61,29.22,40.088106,13.99,0.835613312282513,0.458534021335746,1.06691632302423,0.315190445553269,1.4064631748422,1.30292574825286
495000,200,3,0,2,1,1,1,11.577,13.19,31.288889,3.72,5.65603665054831,4.17819232757058,3.73442052203454,7.96842870820143,6.24986208882108,0.475111682344366
166000,72,2,0,1,1,0,0,8.431,14.84,18.962076,21.59,0.440226635959922,1.2142739270841,0.440226635959922,1.24102592790976,0.363128271959638,1.80633266011441
235000,51,1,1,1,1,0,0,11.036,22.69,32.065217,12.59,1.66800346802602,7.00122673939449,5.49595186179794,6.72623458024279,6.00781751157544,0.196511976947388
240000,130,3,0,2,0,0,0,11.658,18.81,30.779392,9.79,0.293737754445954,1.76766386330196,0.528987835976725,1.91323007909261,0.182428739155969,2.6991906934829
250000,68,2,1,1,1,0,0,10.16,19.95,28.482697,27.86,0.61134372079499,0.987480140350522,0.480260383019654,0.997028676118526,0.53132416973305,1.86171098405592
355000,107,3,1,2,0,0,1,10.733,14.04,28.476483,23.3,0.985415196325793,0.194806332793519,1.81227697290662,1.23746098385924,2.24732433046004,0.822864111682148
410000,122,3,1,1,0,0,1,17.144,21.32,55.656759,13.05,0.328486194559329,0.370274381128669,0.86476366529966,0.51441389343556,0.783564765196931,0.932518394577222
284500,102,2,1,2,1,0,1,11.301,9.96,26.493506,4.45,1.58233200500681,1.25756468145612,1.19385349516877,3.97198216535017,4.20282141671733,1.95014999495424
355000,84,2,0,1,1,0,0,15.565,18.39,49.152542,34.91,0.386788444993656,1.62391865156231,0.442692191693405,1.70850667586177,0.43751840783294,1.26520128914248
475000,162,3,1,2,1,0,1,12.149,16.61,37.393365,14.55,0.498824838930674,2.4287221440394,0.348101646329785,2.49877751238539,0.824275440844534,1.35499021255385
339000,99,3,1,2,1,0,0,11.662,18.15,32.921811,20.43,0.141869887635793,1.45727504804551,0.141869887635793,1.46124209262841,0.449157258514193,2.08306509946831
150000,63,2,0,1,0,0,0,10.727,25.81,22.978723,8.73,0.601632142927724,1.36353888282361,0.72388937133921,1.70264170743568,0.36902943069934,2.79562241082744
425000,111,3,1,2,0,1,0,13.824,16.1,35.34698,7.5,4.81105586956571,4.72830043027404,5.54060631555236,1.94433995066002,0.154726754101983,2.44172821549966
299900,153,3,1,2,1,0,1,15.727,9.45,48.789346,8.04,0.792702527775151,0.706274407349041,3.03644103999805,1.83921303913457,3.64195178123831,0.734030397484078
495000,176,4,1,2,1,0,0,20.515,38.23,59.774109,5.59,0.980798564075962,0.680587036212644,0.654457694529517,0.641627395720897,0.89663493110233,1.7308726360099
260000,119,4,0,2,1,0,1,11.219,9.79,28.029505,7.43,5.95381791109174,4.48563081611734,4.07131429770685,8.38210628814166,6.6533449386841,0.643061584078709
217500,81,3,1,1,0,0,1,13.141,17.18,34.105076,4.54,0.343130220563781,1.8663295707707,0.599281314582157,2.02995005144615,0.276457407149963,2.75363706651812
330000,156,2,1,2,0,0,0,8.157,14.01,21.052632,18.92,0.639366668005298,1.02882164061196,0.338774478863354,1.06758980015926,0.327512021643072,1.67622824643763
470000,118,4,1,1,0,0,1,18.735,23.49,54.2007,27.57,0.321213736881422,1.14104186368578,0.41491577961193,1.25212718718663,0.416008750700056,1.0312760726489
160000,70,1,0,1,1,0,0,12.6,18.48,31.224764,2.91,2.41227289211491,2.58517128372719,2.68738910255024,5.19513648521693,4.34435240196042,5.191987130891
