"price,""size"",""rooms"",""elevator"",""bathrooms"",""air_cond"",""balcony"",""terrace"",""income"",""longevity"",""higher_stud"",""foreign"",""hospital"",""subway"",""university"",""intercity_bus"",""local_bus "",""flood"""
345000,122,2,1,2,1,0,1,14.614,26.65198238,47.2392638,14.32,0.785242535315781,0.164847279752071,0.194173618966673,2.29399814026119,0.637795795086225,0.576624450608009
260000,115,3,1,2,0,1,0,17.104,25.81227437,64.4989339,4.33,0.836395019872865,0.28404006735526,0.442680179094423,2.70802875522885,0.426602247117062,0.435500204098379
196650,85,3,1,1,0,0,0,18.994,32.65306122,60.20304569,3.34,0.173822417989203,0.699824831811572,0.549274719096396,1.06628800734531,0.149356526950763,0.051081312492716
311000,122,3,1,2,0,0,1,18.113,12.39340534,56.55172414,6.25,1.4757508531047,1.16117096088311,1.03169847817402,1.92028944480184,0.364659614500485,0.646595114107711
334000,122,3,1,2,0,0,1,18.113,12.39340534,56.55172414,6.25,1.46591325667828,1.15352817222893,1.0739079408581,1.94118551337679,0.407288171533977,0.599227905297988
252500,123,3,1,1,0,0,1,14.331,24.69959947,47.39545121,3,1.42448191187527,0.691779546743429,1.49012733148413,1.28465304244989,0.198635187709383,0.662951654963567
129900,50,2,1,1,0,1,0,13.319,24.17827298,41.35572139,11.2,0.939497567792578,0.138954406178935,1.22625503025505,1.52961616409644,0.11663860934103,0.645964117023606
299900,104,2,1,2,1,0,0,21.445,29.36802974,65.59405941,7.06,0.690082372994816,0.428011517059648,0.148423560058629,2.80258041736615,0.612675260433839,0.547208482920626
369000,125,3,1,2,1,0,0,21.257,24.48340639,61.97183099,16.34,1.0323167748339,0.917135023259509,0.13169581942455,2.25276519065378,0.261493696105999,0.226596030935473
250000,98,3,1,1,1,1,1,13.712,12.42038217,49.22215308,3.61,1.76216437937648,1.11421404062271,0.429036850348539,1.51900757455484,0.325926279835902,0.951232345124609
159000,42,1,0,1,1,0,0,20.064,40.24316109,62.82828283,1.76,0.289111578149053,0.186236384349612,1.0522137344265,2.17769659125356,0.321221415128452,0.0196662122224131
595000,192,4,1,2,0,0,0,23.709,27.27727728,72.66272189,4.85,0.329584513915605,0.284717652170745,0.490448962151872,1.6860840224031,0.166165879766375,0.629899553020508
145000,52,2,1,1,0,0,0,17.153,21.77419355,61.02204409,11.11,0.467348252294893,0.449663307971964,0.255661691639908,2.56468188884177,0.57331573512441,0.676759409063593
285000,74,2,1,1,0,0,0,20.064,40.24316109,62.82828283,1.76,0.352187410789768,0.137919368092059,1.04334769892149,2.09904996749074,0.244137247021451,0.0959767591167374
